005	Alajärvi	Alajärvi	Alajärvi
009	Alavieska	Alavieska	Alavieska
010	Alavus	Alavo	Alavus
016	Asikkala	Asikkala	Asikkala
018	Askola	Askola	Askola
019	Aura	Aura	Aura
020	Akaa	Ackas	Akaa
035	Brändö	Brändö	Brändö
043	Eckerö	Eckerö	Eckerö
046	Enonkoski	Enonkoski	Enonkoski
047	Enontekiö	Enontekiö	Enontekiö
049	Espoo	Esbo	Espoo
050	Eura	Eura	Eura
051	Eurajoki	Eurajoki	Eurajoki
052	Evijärvi	Evijärvi	Evijärvi
060	Finström	Finström	Finström
061	Forssa	Forssa	Forssa
062	Föglö	Föglö	Föglö
065	Geta	Geta	Geta
069	Haapajärvi	Haapajärvi	Haapajärvi
071	Haapavesi	Haapavesi	Haapavesi
072	Hailuoto	Karlö	Hailuoto
074	Halsua	Halsua	Halsua
075	Hamina	Fredrikshamn	Hamina
076	Hammarland	Hammarland	Hammarland
077	Hankasalmi	Hankasalmi	Hankasalmi
078	Hanko	Hangö	Hanko
079	Harjavalta	Harjavalta	Harjavalta
081	Hartola	Hartola	Hartola
082	Hattula	Hattula	Hattula
086	Hausjärvi	Hausjärvi	Hausjärvi
090	Heinävesi	Heinävesi	Heinävesi
091	Helsinki	Helsingfors	Helsinki
092	Vantaa	Vanda	Vantaa
097	Hirvensalmi	Hirvensalmi	Hirvensalmi
098	Hollola	Hollola	Hollola
099	Honkajoki	Honkajoki	Honkajoki
102	Huittinen	Huittinen	Huittinen
103	Humppila	Humppila	Humppila
105	Hyrynsalmi	Hyrynsalmi	Hyrynsalmi
106	Hyvinkää	Hyvinge	Hyvinkää
108	Hämeenkyrö	Tavastkyro	Hämeenkyrö
109	Hämeenlinna	Tavastehus	Hämeenlinna
111	Heinola	Heinola	Heinola
139	Ii	Ii	Ii
140	Iisalmi	Idensalmi	Iisalmi
142	Iitti	Iitti	Iitti
143	Ikaalinen	Ikalis	Ikaalinen
145	Ilmajoki	Ilmajoki	Ilmajoki
146	Ilomantsi	Ilomantsi	Ilomantsi
148	Inari	Enare	Inari
149	Inkoo	Ingå	Inkoo
151	Isojoki	Storå	Isojoki
152	Isokyrö	Storkyro	Isokyrö
153	Imatra	Imatra	Imatra
164	Jalasjärvi	Jalasjärvi	Jalasjärvi
165	Janakkala	Janakkala	Janakkala
167	Joensuu	Joensuu	Joensuu
169	Jokioinen	Jokioinen	Jokioinen
170	Jomala	Jomala	Jomala
171	Joroinen	Joroinen	Joroinen
172	Joutsa	Joutsa	Joutsa
174	Juankoski	Juankoski	Juankoski
176	Juuka	Juuka	Juuka
177	Juupajoki	Juupajoki	Juupajoki
178	Juva	Jockas	Juva
179	Jyväskylä	Jyväskylä	Jyväskylä
181	Jämijärvi	Jämijärvi	Jämijärvi
182	Jämsä	Jämsä	Jämsä
186	Järvenpää	Järvenpää	Järvenpää
198	Ulkomaat	Utlandet	Ulkomaat
199	Tuntematon	Okänd	Tuntematon
200	Ulkomaat	Utlandet	Ulkomaat
201	Pohjoismaat	Norden	Pohjoismaat
202	Kaarina	St Karins	Kaarina
204	Kaavi	Kaavi	Kaavi
205	Kajaani	Kajana	Kajaani
208	Kalajoki	Kalajoki	Kalajoki
211	Kangasala	Kangasala	Kangasala
213	Kangasniemi	Kangasniemi	Kangasniemi
214	Kankaanpää	Kankaanpää	Kankaanpää
216	Kannonkoski	Kannonkoski	Kannonkoski
217	Kannus	Kannus	Kannus
218	Karijoki	Bötom	Karijoki
224	Karkkila	Högfors	Karkkila
226	Karstula	Karstula	Karstula
230	Karvia	Karvia	Karvia
231	Kaskinen	Kaskö	Kaskinen
232	Kauhajoki	Kauhajoki	Kauhajoki
233	Kauhava	Kauhava	Kauhava
235	Kauniainen	Grankulla	Kauniainen
236	Kaustinen	Kaustby	Kaustinen
239	Keitele	Keitele	Keitele
240	Kemi	Kemi	Kemi
241	Keminmaa	Keminmaa	Keminmaa
244	Kempele	Kempele	Kempele
245	Kerava	Kervo	Kerava
249	Keuruu	Keuruu	Keuruu
250	Kihniö	Kihniö	Kihniö
256	Kinnula	Kinnula	Kinnula
257	Kirkkonummi	Kyrkslätt	Kirkkonummi
260	Kitee	Kitee	Kitee
261	Kittilä	Kittilä	Kittilä
